id,content,Business,SciTech,Sports,World,,,,,,,,,,,,,,
4022,"Deutsche Bank defended today its role in the collapse of a Chinese government-controlled company in Singapore early last week, as investigators continued to study what went wrong.",1,0,0,0,,,,,,,,,,,,,,
4023,"OCTOBER 18, 2004 (COMPUTERWORLD) - Microsoft Corp. #39;s move to a monthly patch-release cycle one year ago this month has made it easier to install security updates for Windows and other products, IT managers said last weekeven as they were greeted with a",0,1,0,0,,,,,,,,,,,,,,
4024,NEW YORK (Reuters) - Oil prices retreated sharply after  setting record highs above \$55 a barrel on Monday as dealers  took profits on signs that energy costs are hurting economic  growth.,1,0,0,0,,,,,,,,,,,,,,
4025,"NEW YORK (Reuters) - U.S. stocks closed higher on Monday  after a drop in oil prices eased worries about corporate  profits, although disappointing earnings from diversified  manufacturer 3M Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; limited gains on the blue-chip Dow.",1,0,0,0,,,,,,,,,,,,,,
4026,"CHICAGO (Reuters) - Kraft Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KFT.N target=/stocks/quickinfo/fullquote""&gt;KFT.N&lt;/A&gt; on Monday  posted a 3.8 percent drop in quarterly profit, weighed down by  higher marketing spending and increased costs for cheese,  coffee and other materials.",1,0,0,0,,,,,,,,,,,,,,
4027,Lindsay Davenport says she plans to play in the Australian Open next January.,0,0,0,1,,,,,,,,,,,,,,
4028,"NEW YORK - A sharp drop in oil prices gave Wall Street a modest relief rally Monday, with stocks edging higher on news that oil production had soared during the month of September.    Investors who have sold stocks for months as oil prices climbed reversed course Monday and started buying as the price of crude declined...",0,0,0,1,,,,,,,,,,,,,,
4029,"Southern California took the top spot Monday in the season's first Bowl Championship Series standings, and surprisingly Miami is ahead of Oklahoma in a close race for the second spot.    Oklahoma is No...",0,0,0,1,,,,,,,,,,,,,,
4030,"NEW YORK - IBM Corp. posted quarterly results on Monday showing 9 percent revenue growth from last year and slight earnings growth, despite a \$320 million charge it took during the quarter to settle some claims in a lawsuit over its pension plan.",0,1,0,0,,,,,,,,,,,,,,
4031,"Fashion models replaced traditional ball boys in the biggest surprise Monday at the Madrid Masters, where expected winners included Albert Costa, Alex Corretja and Luis Horna.",0,0,1,0,,,,,,,,,,,,,,
4032,"AFP - Voters in Hungary failed to turn out in sufficient numbers to pass a referendum to extend citizenship to millions of ethnic Hungarians living in the region, a motion that split the country and drew fire from neighboring governments.",0,0,0,1,,,,,,,,,,,,,,
4033,"(Buffalo, NY, October 18, 2004) - - Buffalo #39;s dominant airlines is 1 of 2 carriers that #39;s taking drastic cost cutting steps to stay in the air.",1,0,0,0,,,,,,,,,,,,,,
4034,Malcolm Glazer edged closer to triggering a mandatory bid for Manchester United last night by increasing his stake in the club to 27.,0,0,1,0,,,,,,,,,,,,,,
4035,The management and labor representatives of the car producer Opel began talks Monday on thecontroversial massive layoffs faced by its workers.,1,0,0,0,,,,,,,,,,,,,,
4036,"The Bass Anglers Sportsman Society is moving its headquarters to Central Florida. The bass fishing organization, based in Montgomery since its inception in 1967, announced Monday",1,0,0,0,,,,,,,,,,,,,,
4037,MADRID: Leggy models as ballgirls won #39,t be a distraction to family man Alex Corretja after the veteran moved into the second round of the Madrid Masters yesterday.,0,0,1,0,,,,,,,,,,,,,
4038,"AP - The U.S. military said Monday no decision had been made on whether to discipline Army reservists who refused a supply mission last week, despite statements from their relatives that the soldiers would be discharged.",0,0,0,1,,,,,,,,,,,,,,
4039,"AP - The Australian embassy in Baghdad is to be moved into the strife-torn city's heavily fortified Green Zone, the government said Tuesday.",0,0,0,1,,,,,,,,,,,,,,
4040,"Manchester United manager Alex Ferguson says he has picked the wrong teams at times this season.  quot;Maybe at the moment I am making too many changes, quot; Ferguson told British newspapers",0,0,1,0,,,,,,,,,,,,,,
4041,"Many of Britain #39;s Olympic medal winners had already done a lap of honour in Athens, the civic reception and some even appeared on A Question of Sport.",0,0,1,0,,,,,,,,,,,,,,
4042,AP - Jerry Rice could be headed north to reunite with Seattle Seahawks coach Mike Holmgren.,0,0,1,0,,,,,,,,,,,,,,
4043,"AP - As happy as Utah coach Urban Meyer was to hear his team was ranked seventh in the first Bowl Championship Series standings, he didn't want to talk about it much.",0,0,1,0,,,,,,,,,,,,,,
4044,"TONY EASTLEY: An Australian journalist snatched by insurgents in Iraq, has contradicted claims by Foreign Minister Alexander Downer that he was kidnapped in a part of Baghdad where he was advised not to go.",0,0,0,1,,,,,,,,,,,,,,
4045,"In January, Coke plans to introduce an energy drink called Full Throttle. Coke hopes it will be a better competitor than an earlier entry, the slow-selling KMX.",1,0,0,0,,,,,,,,,,,,,,
4046,"Keane was not with the squad flying out to the Czech capital after contracting a virus and Ferdinand, who would almost certainly have skippered United in the Irishmans absence, was due to attend his grandmothers funeral.",0,0,1,0,,,,,,,,,,,,,,
4047,"AP - People who use public or workplace computers for e-mail, instant messaging and Web searching have a new privacy risk to worry about: Google's free new tool that indexes a PC's contents for quickly locating data.",0,1,0,0,,,,,,,,,,,,,,
4048,"Reuters - South Korea will pick its first two\astronauts next year for a space trip by 2007, the science\ministry said Sunday, after Russia agreed to help the country's\space program.",0,1,0,0,,,,,,,,,,,,,,
4049,"Telecommunications firm MCI Inc. on Monday said it will take a hefty \$3.5 billion charge in the third quarter to impair property, equipment and intangible assets related to its consumer phone business.",1,0,0,0,,,,,,,,,,,,,,
4050,"Georgetown Prep defender Fro Adu is proud of brother Freddy, a forward for D.C. United, but wants to step out on his own.",0,0,1,0,,,,,,,,,,,,,,
4051,"Mark Knopfler, the former lead guitarist and singer for Dire Straits, has recorded his new  quot;Shangri-La quot; album on a dual AMD Opteron processor-based digital audio workstation.",0,1,0,0,,,,,,,,,,,,,,
4052,"Boeing Co. received at least \$49 million in excessive profits on a \$1.2 billion contract to supply explosives-detection systems to hundreds of the nation #39;s airports, the Department of Homeland",1,0,0,0,,,,,,,,,,,,,,
4053,A reconnaissance team is to visit the area around Baghdad where UK forces could be sent to provide US back-up.,0,0,0,1,,,,,,,,,,,,,,
4054,"Boston's David Ortiz drilled a pitch into center field, a clean single that brought home Johnny Damon with the winning run in a marathon Game 5 in the A.L.C.S.",0,0,1,0,,,,,,,,,,,,,,
4055,"Since mad cow disease turned up in the United States late last year, traced to a cow imported from Canada, federal regulators have issued rules to prevent the spread of the fatal disease, focusing on limiting beef imports, testing and other measures to protect the domestic herd.",1,0,0,0,,,,,,,,,,,,,,
4056,"US Airways said it will change its flight schedules in February to increase departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.",1,0,0,0,,,,,,,,,,,,,,
4057,A coalition of private citizens and local elected officials in New Jersey plan to file a lawsuit to block the state's use of electronic voting machines.,0,1,0,0,,,,,,,,,,,,,,
4058,The Food and Drug Administration approved the use of an artificial heart made by SynCardia Systems as a temporary device for people awaiting transplants.,0,1,0,0,,,,,,,,,,,,,,
4059,"With a raft of new products ready to roll out over the next few years, Ford Motor Co. is setting big growth goals for its long-troubled Lincoln Mercury division.",1,0,0,0,,,,,,,,,,,,,,
4060,"Kmart yesterday hired a restaurant and branding expert as its new president and chief executive officer, suggesting the nation #39;s third-largest discount retailer would soon start",1,0,0,0,,,,,,,,,,,,,,
4061,"MIAMI -- Shaquille O #39;Neal swatted away Boris Diaw #39;s lay-up to preserve a 26-point lead, then waved into a nearby television camera the moment he landed on his feet.",0,0,1,0,,,,,,,,,,,,,,
4062,President Bush and Democratic challenger John F. Kerry lunged into the final two weeks of the 2004 presidential campaign on Monday by feuding feverishly over the Iraq war and the fight against terrorists.,0,0,0,1,,,,,,,,,,,,,,
4063,WASHINGTON -- Interest rates on short-term Treasury bills rose in yesterday's auction to the highest levels in 30 months.,1,0,0,0,,,,,,,,,,,,,,
4064,"Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.",0,0,1,0,,,,,,,,,,,,,,
4065,"Tens of thousands of General Motors workers across Europe were set to stop working on Tuesday in a sign of solidarity with their German colleagues, who face massive job cuts.",1,0,0,0,,,,,,,,,,,,,,
4066,"The official crowd at Fenway Park last night was a capacity 35,120, but as the years pass, the number of people who claim to have attended the Red Sox stats, schedule #39; 5-4, 14-inning victory",0,0,1,0,,,,,,,,,,,,,,
4067,A top North Korean official has flagged the resumption of multilateral talks over the country #39,s efforts to develop nuclear weapons.,0,0,0,1,,,,,,,,,,,,,
4068,KABUL (Reuters) - Afghan President Hamid Karzai was on  course on Tuesday for an outright victory in the country's  historic presidential election with almost a quarter of the  votes counted from the poll 10 days ago.,0,0,0,1,,,,,,,,,,,,,,
4069,Microsoft and Cisco Systems will collaborate to make their emerging products for network security compatible. The vendors had been working independently in the area of PC access to networks but say customers,0,1,0,0,,,,,,,,,,,,,,
4070,"Linux distributor Red Hat Inc has appointed a vice president of desktop infrastructure technologies, a new position demonstrating its renewed commitment to Linux as a desktop operating system.",0,1,0,0,,,,,,,,,,,,,,
4071,"Courtney Prince, 25, of Manhattan, a former captain of the New York Rangers #39; skating cheerleading squad sued the owner of Madison Square Garden, saying she was fired after she told",0,0,1,0,,,,,,,,,,,,,,
4072,"Technology India: New York, Oct 19 : The world #39;s leading computer chipmaker Intel has jumped off the chip speed roller coaster by yanking its four giga hertz (4 GHz) Pentium 4 processor off the drawing board.",0,1,0,0,,,,,,,,,,,,,,
4073,"Trust Digital Inc., a McLean software company, is getting a new chief executive and \$3.1 million in new investments as it tries to expand its business making security software for wireless devices. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",0,1,0,0,,,,,,,,,,,,,,
4074,Sainsburys chief executive Justin King today unveiled his long-term plan to return the UKs third largest supermarket chain to its former glory.,1,0,0,0,,,,,,,,,,,,,,
4075,&lt,strong&gt,Review&lt,/strong&gt, From PC to hi-fi via Wi-Fi,0,1,0,0,,,,,,,,,,
4076,"AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",0,0,0,1,,,,,,,,,,,,,,
4077,"Care International charity says its chief of operations in Iraq has been kidnapped in Baghdad. A spokeswoman told Reuters on Tuesday that Margaret Hassan, who has been working",0,0,0,1,,,,,,,,,,,,,,
4078,"Constellation Brands Inc., the world #39;s largest winemaker, offered \$1.3 billion in cash to acquire Robert Mondavi Corp., maker of lower-price Woodbridge wines.",1,0,0,0,,,,,,,,,,,,,,
4079,US-based chipmaker Texas Instruments Inc. said it will spend about US\$300 million (euro 240 million) over the next three years to increase output at its facilities in the northern Philippines.,1,0,0,0,,,,,,,,,,,,,,
4080,"Margaret Hassan, said to be a British-born Iraqi national, the director of CARE International #39;s operation in Iraq is seen in this image made from video footage made on May 20, 2003.",0,0,0,1,,,,,,,,,,,,,,
4081,"Something strange happened on the sun last week: all the sunspots vanished. This is a sign, say scientists, that solar minimum is coming sooner than expected.",0,1,0,0,,,,,,,,,,,,,,
4082,Users and developers anxious to get their hands on Microsoft SQL Server 2005 will have wait a little longer. Since early this year Microsoft said to expect the finished version of the product in the first half of 2005.,0,1,0,0,,,,,,,,,,,,,,
4083,"Customers that use the dual-core processors that Intel Corp. and Advanced Micro Devices Inc. (AMD) are expected to begin shipping next year will not need to buy extra licenses for Microsoft Corp. software, the software maker will announce Tuesday.",0,1,0,0,,,,,,,,,,,,,,
4084,"Advanced Micro Devices Inc. (AMD) is expected to unveil its most powerful desktop processors to date on Tuesday, a few days after rival Intel Corp. disclosed changes to its desktop processor road map.",0,1,0,0,,,,,,,,,,,,,,
4085,New Athlon 64 processors will compete with Intel's Pentium 4 Extreme Edition.,0,1,0,0,,,,,,,,,,,,,,
4086,"Could your TV call the Air Force? Apparently, Toshiba flat-screens can! Tv doesn #39;t get much better than this...  quot;An Oregon man discovered earlier this month that his year-old Toshiba Corporation flat-screen",0,1,0,0,,,,,,,,,,,,,,
4087,Israel's opposition leader warns that the prime minister risks being assassinated over his Gaza disengagement plan.,0,0,0,1,,,,,,,,,,,,,,
4088,"US tycoon Malcolm Glazer lifts his stake in Manchester Utd to 28.11, one day after spending 17m on  further share buys.",0,0,0,1,,,,,,,,,,,,,,
4089,NEW YORK -- A federal judge has delayed the trial of former WorldCom chief Bernard Ebbers until January 17th. The trial had been set to start November Ninth.,1,0,0,0,,,,,,,,,,,,,,
4090,Symbol Technologies Tuesday launched a line of enterprise-class handheld devices aimed at mobile professionals such as retail managers and supply chain management professionals.,0,1,0,0,,,,,,,,,,,,,,
4091,Tommy Haas of Germany and Taylor Dent of the United States advanced to the second round of the Madrid Masters after easy wins Tuesday.,0,0,1,0,,,,,,,,,,,,,,
4092,"MADRID, Dec. 5. - Samuel Etoo scored twice to help FC Barcelona beat Malaga 4-0 and extend its lead in the Spanish league to 10 points.",0,0,1,0,,,,,,,,,,,,,,
4093,"Sprint Corp. (FON.N: Quote, Profile, Research) on Tuesday reported a larger third-quarter loss due to a \$3.5 billion write-down in the value of its long-distance assets.",1,0,0,0,,,,,,,,,,,,,,
4094,CHARLTON #39,S players past and present would have been proud with this display - and how fitting that a game marking the Addicks #39, centenary had everything you could wish for from a match.,0,0,1,0,,,,,,,,,,,,
4095,"A mortar attack on an Iraqi National Guard headquarters north of Baghdad killed at least four National Guards and injured 80 others, officials said Tuesday.",0,0,0,1,,,,,,,,,,,,,,
4096,"J Sainsbury will take a 550 million (\$991 million) hit to profits this year as it invests to boost sales and reverse falling market share, Britain #39;s third-biggest supermarket chain said Tuesday.",1,0,0,0,,,,,,,,,,,,,,
4097,"The record level of debt carried by American households and soaring home prices do not appear to represent serious threats to the US economy, Federal Reserve Chairman Alan Greenspan said Tuesday.",0,1,0,0,,,,,,,,,,,,,,
4098,"NEW YORK (Reuters) - Wells Fargo   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WFC.N target=/stocks/quickinfo/fullquote""&gt;WFC.N&lt;/A&gt;, the No. 4  U.S. bank, on Tuesday said third-quarter profit rose a  lower-than-expected 12 percent after a downturn in home  mortgage lending.",1,0,0,0,,,,,,,,,,,,,,
4099,AP - Tennessee starting safety Brandon Johnson was suspended indefinitely because he fired a gun into the air near campus.,0,0,1,0,,,,,,,,,,,,,,
4100,"U2 and Apple Computer are expected to announce next week that they have inked a deal to sell custom iPods. According to a source, the band #39;s upcoming Interscope album  quot;How to Dismantle an Atomic Bomb, quot; due Nov.",0,1,0,0,,,,,,,,,,,,,,
4101,Coca Cola says it will allow retailers to stock rival drinks in its branded coolers as part of a deal with EU anti-trust watchdogs.,1,0,0,0,,,,,,,,,,,,,,
4102,"Fungus from a deep-sea sediment core that is hundreds of thousands of years old will grow when placed in culture, scientists discover.",0,0,0,1,,,,,,,,,,,,,,
4103,"SPACE.com - It gives new meaning to the term ""housecall"", but aquanauts aboard NASA's undersea research station, Aquarius, have performed simulated medical procedures with the help of a Canadian doctor 1300 miles away.",0,1,0,0,,,,,,,,,,,,,,
4104,"Supporters of Afghan President Hamid Karzai say he is on course to win the presidential elections, with about one-quarter of the votes counted.",0,0,0,1,,,,,,,,,,,,,,
4105,"OCTOBER 19, 2004 (IDG NEWS SERVICE) - Customers that use the dual-core processors Intel Corp. and Advanced Micro Devices Inc. expect to ship next year won #39;t need to buy extra licenses for Microsoft Corp.",0,1,0,0,,,,,,,,,,,,,,
4106,"the (International Atomic Energy Agency) board of governors, quot; he said.  quot;A proposal will be put to them. quot;. produce fuel for nuclear weapons -- but Tehran rejected the demand as illegal.",0,0,0,1,,,,,,,,,,,,,,
4107,Theater-quality entertainment systems are coming to the car. Is rush hour ready for wireless file swapping?\&lt,br /&gt, Photo gallery: Consumer gear takes a test drive,0,1,0,0,,,,,,,,,,,,
4108,BAGHDAD - Iraqi militants threatened to kill an Australian journalist and interrogated him for more than 20 hours after kidnapping him outside a Baghdad hotel.,0,0,0,1,,,,,,,,,,,,,,
4109,NEW YORK (Reuters) - The Vanguard Group said on Tuesday it  has lowered expense ratios on six portfolios in its 529 College  Savings Plan sponsored by the state of Nevada.,1,0,0,0,,,,,,,,,,,,,,
4110,"Standard  amp; Poor #39;s on Tuesday said it may cut the debt rating for Constellation Brands (STZ.N: Quote, Profile, Research) deeper into junk, after the wine and beer distributor said it had launched an unsolicited offer of \$970",1,0,0,0,,,,,,,,,,,,,,
4111,"Microsoft (Quote, Chart) said it has clarified its software licensing policies to address a new trend in microprocessors and to keep the pressure on its rivals.",0,1,0,0,,,,,,,,,,,,,,
4112,"ZURICH, Switzerland (Ticker) - Venus Williams got a measure of revenge against Karolina Sprem of Croatia at the Swisscom Challenge on Tuesday.",0,0,1,0,,,,,,,,,,,,,,
4113,"quot;After the momentum we have got in Chennai, we should win the next two Tests. We are quite capable of winning the series, quot; Ganguly said.",0,0,1,0,,,,,,,,,,,,,,
4114,"AP - A European laboratory that was the birthplace of the World Wide Web and home of Nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday Tuesday. But French President Jacques Chirac warned that despite those illustrious achievements, European scientists are falling behind.",0,1,0,0,,,,,,,,,,,,,,
4115,"roundup Plus: Good Technology supported by HP, Samsung...RIM touts BlackBerry with Wi-Fi...HP to sell Voltaire's InfiniBand switch.",0,1,0,0,,,,,,,,,,,,,,
4116,The plunge in US insurance stocks widened to include companies such as Aetna Inc. and Humana Inc. on concern New York Attorney General Eliot Spitzer #39,s probe of the industry will drag down profits.,1,0,0,0,,,,,,,,,,,,,
4117,"AP - FBI, Justice Department and Homeland Security Department officials aren't talking much about the threat of a terrorist attack to disrupt the election in two weeks.",0,0,0,1,,,,,,,,,,,,,,
4118,"A ball of fire erupts from a train car, smothering commuters with smoke and littering the platform with bodies and staining it with blood in a chilling security-camera videotape of the March 11 train bombings broadcast Tuesday by a Spanish station.",0,0,0,1,,,,,,,,,,,,,,
4119,"LOS ANGELES (Reuters) - No. 1 video game maker Electronic  Arts Inc on Tuesday reported higher quarterly profits on strong  demand for titles like Madden NFL 2005, but its stock price  fell after a holiday forecast fell short of Wall Street  expectations.",1,0,0,0,,,,,,,,,,,,,,
4120,"p2pnet.net News:- If you #39;re in Britain and you see people peering intently at their mobile phones, tapping their feet and snapping their fingers at the same time, they might be checking out the new Robbie Williams Greatest Hits album.",0,1,0,0,,,,,,,,,,,,,,
4121,"As expected, Advanced Micro Devices, on Tuesday officially released its new microprocessors aimed at high-end desktop computers. The new chips set the new records in a variety of industrial benchmarks and",0,1,0,0,,,,,,,,,,,,,,
4122,"TOKYO (Reuters) - Japan's Toshiba Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6502.T qtype=sym infotype=info qcat=news""&gt;6502.T&lt;/A&gt; will  introduce laptop computers with HD DVD technology in December  2005, aiming to pressure rivals in the battle over formats for  next-generation DVDs, the Nihon Keizai daily said on Wednesday.",0,1,0,0,,,,,,,,,,,,,,
4123,"OT quot; gt; Motorola, the world #39;s second-largest maker of cellphones, said yesterday that its profit more than quadrupled in the third quarter and revenue jumped 26 percent compared with the quarter",1,0,0,0,,,,,,,,,,,,,,
4124,ENGLAND striker Michael Owen could not have been a happier man after finally finding the net for Real Madrid today. The former Liverpool man had fallen short for his new club and had suffered the brickbats,0,0,1,0,,,,,,,,,,,,,,
4125,"One night after they were pounded by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats",0,0,1,0,,,,,,,,,,,,,,
4126,Antonio McDyess and Derrick Coleman understood that coming to the defending NBA champion Detroit Pistons offered the best and worst scenarios for a veteran player.,0,0,1,0,,,,,,,,,,,,,,
4127,"A radical Muslim cleric who is wanted on terrorism charges in the United States was accused by British prosecutors Tuesday of encouraging others to murder non-believers, including Jews, and inciting racial hatred.",0,0,0,1,,,,,,,,,,,,,,
4128,NEW YORK - US stocks fell on Tuesday as health insurers #39, shares slid on worries that the New York attorney general #39,s probe will hit the entire industry.,1,0,0,0,,,,,,,,,,,,
4129,"EAST RUTHERFORD, NJ - In some ways, the New Jersey Nets are searching for an identity as much as the expansion Charlotte Bobcats. It #39;s the price of being dismantled in the offseason.",0,0,1,0,,,,,,,,,,,,,,
4130,"Kenneth Lay, a founder of the Enron Corporation, will get two criminal trials - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled Tuesday.",1,0,0,0,,,,,,,,,,,,,,
4131,"(WebMD) Eating a diet rich in soy or taking soy supplements probably won #39;t harm a woman #39;s fertility, according to a new study.",0,1,0,0,,,,,,,,,,,,,,
4132,Coca Cola is to allow other companies #39, products in its shop coolers for the first time. It has agreed the move in a deal with the European Commission to settle a five year competition case.,1,0,0,0,,,,,,,,,,,,,
4133,Reuters - Oil prices ended lower on Tuesday on\signs that high energy costs are slowing the economic growth\that has fueled this year's sharp increase in world oil\consumption.,1,0,0,0,,,,,,,,,,,,,,
4134,"AP - An Army reservist charged with abusing Iraqi prisoners plans to plead guilty at a court martial to four counts arising from the Abu Ghraib prison abuse scandal in a plea deal in which eight other counts will be dropped, his lawyer has said.",0,0,0,1,,,,,,,,,,,,,,
4135,"Doc Rivers does not subscribe to the mad scientist, mix-and-match method when it comes to selecting a backup point guard. He does not want a rotation of Marcus Banks, Jiri Welsch, and Delonte West picking up the minutes Gary Payton leaves behind. He does not want the trio of young, inexperienced guards wondering about playing time in addition ...",0,0,1,0,,,,,,,,,,,,,,
4136,"Lucent Technologies' population of retired workers has grown so large over the years, there are four retirees for every active employee on its payroll. With health insurance costs soaring, Lucent now is saying that it's time for retirees to help pay for the benefit.",1,0,0,0,,,,,,,,,,,,,,
4137,Jackie Stewart rejects Bernie Ecclestone's claims that the British Grand Prix is dead.,0,0,0,1,,,,,,,,,,,,,,
4138,A Colorado man who placed a  quot,transplant wanted quot, ad on a Massachusetts-based Internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot,something big. quot, The transaction marks the first time an organ transplant has been brokered by a commercial web company.,1,0,0,0,,,,,,,,,,
4139,"Spain #39;s Interior Minister says police have broken up a radical Muslim cell, plotting to bomb the country #39;s National Court.",0,0,0,1,,,,,,,,,,,,,,
4140,"Apple Computer and the rock band U2 have inked a deal to sell customized iPods, The Post has learned. The announcement will be made at a splashy event Oct.",0,1,0,0,,,,,,,,,,,,,,
4141,"Donetsk, Ukraine, Oct. 20 -- Shakhtar Donetsks Romanian teenage forward Ciprian Marica believes his sides strong team spirit will see them beat Celtic twice in the UEFA Champions League.",0,0,1,0,,,,,,,,,,,,,,
4142,"DHAKA, Bangladesh -- James Franklin became the second New Zealander to take a test hat-trick, on the second day of the first test against Bangladesh in Dhaka.",0,0,1,0,,,,,,,,,,,,,,
4143,"BAOSHAN, China - A strong earthquake shook southwest China. The epicenter of magnitude 5 quakes on the Richter scale was located in the province of Yunnan not far from the city of Baoshan.",0,0,0,1,,,,,,,,,,,,,,
4144,"Monday's Game 5 of the Red Sox-Yankees series showed an interesting ratings pattern. The window from 5:15-8 p.m., the time allotted for the telecast, did a 42.2 rating and 66 audience share in Boston. Those are terrific numbers for any market. The better news for Fox was that the game was only half-over at that point.",0,0,1,0,,,,,,,,,,,,,,
4145,More than four million Britons are regular internet gamblers according to new research.,0,1,0,0,,,,,,,,,,,,,,
4146,"Reuters - Hamid Karzai was cruising to victory in\Afghanistan's first direct presidential elections, but by\Wednesday the returns so far have underscored the ethnic fault\lines that have often divided the country.",0,0,0,1,,,,,,,,,,,,,,
4147,"AFP - Anglican Dean of Sydney Phillip Jensen, whose reported attacks on the Archbishop of Canterbury and Prince Charles sparked a storm of protest last week, claims he never made the comments attributed to him by the media.",0,0,0,1,,,,,,,,,,,,,,
4148,"Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",0,1,0,0,,,,,,,,,,,,,,
4149,NEW YORK (Reuters) - Businessman Sam Katz tried to tap into  Warren Buffet's gravy train a decade ago with a plan to make  the legendary investor's lofty Berkshire Hathaway shares more  accessible to the small investor.,1,0,0,0,,,,,,,,,,,,,,
4150,WASHINGTON - A coalition of New Jersey residents filed a lawsuit Tuesday asking a judge to stop the state from using electronic voting machines in the Nov. 2 election.,0,1,0,0,,,,,,,,,,,,,,
4151,"Ford Motor Co. swung to a third-quarter profit, but losses at the automakers global automotive operations widened, underscoring the difficulty Ford still faces",1,0,0,0,,,,,,,,,,,,,,
4152,"AMD is expected to unveil its most powerful desktop processors to date this week, a few days after rival Intel disclosed changes to its desktop processor road map.",0,1,0,0,,,,,,,,,,,,,,
4153,FCC Chairman Michael Powell said Tuesday that he would seek broad regulatory authority for the federal government over Internet-based telephone services to avoid stifling the emerging market.,0,1,0,0,,,,,,,,,,,,,,
4154,"AP - If John Kerry is elected president, Massachusetts would end up with its first Senate vacancy in 20 years, triggering a springtime special election that could determine the balance of power in Congress' upper chamber.",0,0,0,1,,,,,,,,,,,,,,
4155,"BEIRUT (Reuters) - Lebanon's Prime Minister Rafik al-Hariri  resigned Wednesday and said he would not form a new government,  following a widely opposed constitutional change to keep the  Syrian-backed president in office.",0,0,0,1,,,,,,,,,,,,,,
4156,"The ritual of organised bullying in the Russian army is getting worse, an international rights group warns.",0,0,0,1,,,,,,,,,,,,,,
4157,The High Court in London has struck out the bulk of a record 240m libel damages claim brought against the Financial Times by investment bank Collins Stewart Tullet.,1,0,0,0,,,,,,,,,,,,,,
4158,"NEW YORK (Reuters) - Colgate-Palmolive Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CL.N target=/stocks/quickinfo/fullquote""&gt;CL.N&lt;/A&gt; on  Wednesday said profit fell in the third quarter, as it warned  it would a month ago, because of increased marketing spending  and higher costs for raw materials.",1,0,0,0,,,,,,,,,,,,,,
4159,Ziff Davis - Panelists at SoftSummit point to emerging alternatives to perpetual licensing but say the transition won't be easy.,0,1,0,0,,,,,,,,,,,,,,
4160,"Northwest Airlines Corp. posted a third-quarter loss on Wednesday, compared with profits a year ago, due to rising fuel costs and low-fare competition.",1,0,0,0,,,,,,,,,,,,,,
4161,"In effort to expand market share, firm says it will invest \$100M in Disney #39;s money-losing business. NEW YORK (Reuters) - Children #39;s Place Retail Stores Inc.",1,0,0,0,,,,,,,,,,,,,,
4162,A terrorist attack believed to be aimed at the national court in Madrid seems to have been foiled by the arrest in the past two days of eight alleged radical Islamists.,0,0,0,1,,,,,,,,,,,,,,
4163,"Geneva - Worldwide sales of industrial robots surged to record levels in the first half of 2004 after equipment prices fell while labour costs grew, the United Nations Economic Commission for Europe said in a report to be released today.",0,1,0,0,,,,,,,,,,,,,,
4164,Service engine maker Cummins Inc. on Wednesday said that third-quarter profits more than quadrupled - beating both its own guidance and Wall Street estimates - and full-year earnings would also exceed previous expectations.,1,0,0,0,,,,,,,,,,,,,,
4165,"BOCHUM - Workers at the Opel carmaking plant in the city of Bochum voted overwhelmingly Wednesday to end their nearly week-long wildcat strike and were to return almost immediately to work, officials announced.",1,0,0,0,,,,,,,,,,,,,,
4166,"Harmony Gold Mining, the largest miner of South African gold, made a hostile bid yesterday to acquire Gold Fields Ltd., another South African miner, for 52.",1,0,0,0,,,,,,,,,,,,,,
4167,"FOXBORO, Mass., (Sports Network) - The New England Patriots  placed rookie wide receiver P.K. Sam on injured reserve  Wednesday with a groin injury.",0,0,1,0,,,,,,,,,,,,,,
4168,"LONDON (AFP) - A judge at the London High Court struck out the bulk of a record libel damages claim of 240 million pounds (345 million euros, 434 million dollars) against the Financial Times by stockbroker Collins Stewart Tullet.",1,0,0,0,,,,,,,,,,,,,,
4169,"Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure.",0,0,0,1,,,,,,,,,,,,,,
